"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"13","GTD","Orey Fidani","42","2:07.537","1:35:32.678","Green","Track","12.082","79.259","36.196"
"47","GTD","Roberto Lacorte","43","2:04.876","1:35:35.107","Green","Track","11.691","77.968","35.217"
"83","GTD","Sarah Bovy","43","2:04.906","1:35:35.819","Green","Track","11.650","78.308","34.948"
"18","LMP2","Dwight Merriman","45","2:10.210","1:35:36.363","Green","Pit","11.056","75.465","43.689"
"80","GTD","Salih Yoluc","43","2:05.139","1:35:43.029","Green","Track","12.298","78.214","34.627"
"27","GTD","Ian James","43","2:05.534","1:35:43.815","Green","Track","11.984","78.539","35.011"
"66","GTD","Sheena Monk","43","2:05.609","1:35:45.279","Green","Track","11.781","78.654","35.174"
"63","GTP","Matteo Cairoli","46","1:55.833","1:35:47.396","Green","Track","10.626","72.983","32.224"
"023","GTD","Charles Scardina","43","2:04.452","1:35:47.534","Green","Track","11.875","77.646","34.931"
"21","GTD","Francois Heriau","43","2:05.299","1:35:49.934","Green","Track","11.881","78.328","35.090"
"9","GTDPRO","Oliver Jarvis","30","2:03.082","1:35:51.713","Green","Track","11.578","76.973","34.531"
"11","LMP2","Steven Thomas","45","2:09.243","1:35:52.302","Green","Pit","10.617","75.474","43.152"
"22","LMP2","Daniel Goldburg","45","2:55.840","1:35:54.479","Green","Pit","10.933","75.606","89.301"
"43","GTD","Jarett Andretti","43","2:04.926","1:35:55.008","Green","Track","11.873","78.061","34.992"
"04","LMP2","George Kurtz","43","2:53.344","1:36:00.069","Green","Pit","10.859","75.072","87.413"
"74","LMP2","Gar Robinson","45","2:54.497","1:36:04.083","Green","Pit","10.921","73.606","89.970"
"77","GTDPRO","Seb Priaulx","43","2:05.090","1:36:08.675","Green","Track","12.383","78.008","34.699"
"2","LMP2","Nico Pino","45","2:18.592","1:36:10.610","Green","Track","32.117","74.279","32.196"
"70","GTD","Brendan Iribe","42","2:03.903","1:36:14.434","Green","Track","11.641","77.756","34.506"
"120","GTD","Adam Adelson","43","2:03.605","1:36:16.744","Green","Track","11.784","77.138","34.683"
"20","LMP2","Dennis Andersen","45","2:47.936","1:36:19.937","Green","Pit","10.958","76.133","80.845"
"52","LMP2","Nick Boulle","45","2:51.133","1:36:26.826","Green","Pit","11.084","73.383","86.666"
"14","GTDPRO","Kyle Kirkwood","43","2:04.177","1:36:27.438","Green","Track","11.633","77.791","34.753"
"60","GTDPRO","Matteo Cressoni","43","2:02.497","1:36:28.837","Green","Track","11.589","76.177","34.731"
"8","LMP2","John Farano","45","2:53.791","1:36:32.071","Green","Pit","11.375","75.047","87.369"
"86","GTD","Kerong Li","43","2:07.185","1:36:33.800","Green","Track","12.572","78.840","35.773"
"33","LMP2","Lance Willsey","45","1:57.229","1:36:42.446","Green","Track","11.014","73.747","32.468"
"01","GTP","Sebastien Bourdais","47","1:52.531","1:36:51.282","Green","Track","10.355","71.016","31.160"
"31","GTP","Pipo Derani","47","1:52.083","1:36:51.607","Green","Track","10.389","70.533","31.161"
"45","GTD","Graham Doyle","43","2:09.044","1:36:52.499","Green","Track","12.355","80.186","36.503"
"3","GTDPRO","Alexander Sims","44","2:02.831","1:36:55.195","Green","Track","11.590","76.835","34.406"
"40","GTP","Louis Deletraz","47","1:52.715","1:36:55.809","Green","Track","10.437","0.000","0.000"
"1","GTDPRO","Madison Snow","44","2:02.566","1:36:55.768","Green","Track","11.635","76.608","34.323"
"24","GTP","Philipp Eng","47","1:52.155","1:36:58.986","Green","Track","10.592","70.384","31.179"
